,run_order,ms_file_label,plate_row,plate_col,column,sample_type,concentration,Biological sample_run_nbr
2652,2652,2021_12_24RG_Col03_Conditioning2495,:,:,Col03,Biological sample,,2495
2653,2653,2021_12_24RG_Col04_Conditioning2496,:,:,Col04,Biological sample,,2496
2654,2654,2021_12_24RG_Col03_Conditioning2497,:,:,Col03,Biological sample,,2497
2655,2655,2021_12_24RG_Col04_Conditioning2498,:,:,Col04,Biological sample,,2498
2656,2656,2021_12_24RG_Col03_Conditioning2499,:,:,Col03,Biological sample,,2499
2657,2657,2021_12_24RG_Col04_Conditioning2500,:,:,Col04,Biological sample,,2500
2658,2658,2021_12_24RG_Col03_Conditioning2501,:,:,Col03,Biological sample,,2501
2659,2659,2021_12_24RG_Col04_Conditioning2502,:,:,Col04,Biological sample,,2502
2660,2660,2021_12_24RG_Col03_Conditioning2503,:,:,Col03,Biological sample,,2503
2661,2661,2021_12_24RG_Col04_Conditioning2504,:,:,Col04,Biological sample,,2504
2662,2662,2021_12_24RG_Col03_Conditioning2505,:,:,Col03,Biological sample,,2505
2663,2663,2021_12_24RG_Col04_Conditioning2506,:,:,Col04,Biological sample,,2506
2664,2664,2021_12_24RG_Col03_Conditioning2507,:,:,Col03,Biological sample,,2507
2665,2665,2021_12_24RG_Col04_Conditioning2508,:,:,Col04,Biological sample,,2508
2666,2666,2021_12_24RG_Col03_Conditioning2509,:,:,Col03,Biological sample,,2509
2667,2667,2021_12_24RG_Col04_Conditioning2510,:,:,Col04,Biological sample,,2510
2668,2668,2021_12_24RG_Col03_Conditioning2511,:,:,Col03,Biological sample,,2511
2669,2669,2021_12_24RG_Col04_Conditioning2512,:,:,Col04,Biological sample,,2512
2670,2670,2021_12_24RG_Col03_Conditioning2513,:,:,Col03,Biological sample,,2513
2671,2671,2021_12_24RG_Col04_Conditioning2514,:,:,Col04,Biological sample,,2514
2672,2672,2021_12_24RG_Col03_Conditioning2515,:,:,Col03,Biological sample,,2515
2673,2673,2021_12_24RG_Col04_Conditioning2516,:,:,Col04,Biological sample,,2516
2674,2674,2021_12_24RG_Col03_Conditioning2517,:,:,Col03,Biological sample,,2517
2675,2675,2021_12_24RG_Col04_Conditioning2518,:,:,Col04,Biological sample,,2518
2676,2676,2021_12_24RG_Col03_Conditioning2519,:,:,Col03,Biological sample,,2519
2677,2677,2021_12_24RG_Col04_Conditioning2520,:,:,Col04,Biological sample,,2520
2678,2678,2021_12_24RG_Col03_Conditioning2521,:,:,Col03,Biological sample,,2521
2679,2679,2021_12_24RG_Col04_Conditioning2522,:,:,Col04,Biological sample,,2522
2680,2680,2021_12_24RG_Col03_Conditioning2523,:,:,Col03,Biological sample,,2523
2681,2681,2021_12_24RG_Col04_Conditioning2524,:,:,Col04,Biological sample,,2524
2682,2682,2021_12_24RG_Col03_Conditioning2525,:,:,Col03,Biological sample,,2525
2683,2683,2021_12_24RG_Col04_Conditioning2526,:,:,Col04,Biological sample,,2526
2684,2684,2021_12_24RG_Col03_Conditioning2527,:,:,Col03,Biological sample,,2527
2685,2685,2021_12_24RG_Col04_Conditioning2528,:,:,Col04,Biological sample,,2528
2686,2686,2021_12_24RG_Col03_Conditioning2529,:,:,Col03,Biological sample,,2529
2687,2687,2021_12_24RG_Col04_Conditioning2530,:,:,Col04,Biological sample,,2530
2688,2688,2021_12_24RG_Col03_Conditioning2531,:,:,Col03,Biological sample,,2531
2689,2689,2021_12_24RG_Col04_Conditioning2532,:,:,Col04,Biological sample,,2532
2690,2690,2021_12_24RG_Col03_Conditioning2533,:,:,Col03,Biological sample,,2533
2691,2691,2021_12_24RG_Col04_Conditioning2534,:,:,Col04,Biological sample,,2534
2692,2692,2021_12_24RG_Col03_Conditioning2535,:,:,Col03,Biological sample,,2535
2693,2693,2021_12_24RG_Col04_Conditioning2536,:,:,Col04,Biological sample,,2536
2694,2694,2021_12_24RG_Col03_Conditioning2537,:,:,Col03,Biological sample,,2537
2695,2695,2021_12_24RG_Col04_Conditioning2538,:,:,Col04,Biological sample,,2538
2696,2696,2021_12_24RG_Col03_Conditioning2539,:,:,Col03,Biological sample,,2539
2697,2697,2021_12_24RG_Col04_Conditioning2540,:,:,Col04,Biological sample,,2540
2698,2698,2021_12_24RG_Col03_Conditioning2541,:,:,Col03,Biological sample,,2541
2699,2699,2021_12_24RG_Col04_Conditioning2542,:,:,Col04,Biological sample,,2542
2700,2700,2021_12_24RG_Col03_Conditioning2543,:,:,Col03,Biological sample,,2543
2701,2701,2021_12_24RG_Col04_Conditioning2544,:,:,Col04,Biological sample,,2544
2702,2702,2021_12_24RG_Col03_Conditioning2545,:,:,Col03,Biological sample,,2545
2703,2703,2021_12_24RG_Col04_Conditioning2546,:,:,Col04,Biological sample,,2546
2704,2704,2021_12_24RG_Col03_Conditioning2547,:,:,Col03,Biological sample,,2547
2705,2705,2021_12_24RG_Col04_Conditioning2548,:,:,Col04,Biological sample,,2548
2706,2706,2021_12_24RG_Col03_Conditioning2549,:,:,Col03,Biological sample,,2549
2707,2707,2021_12_24RG_Col04_Conditioning2550,:,:,Col04,Biological sample,,2550
2708,2708,2021_12_24RG_Col03_Conditioning2551,:,:,Col03,Biological sample,,2551
2709,2709,2021_12_24RG_Col04_Conditioning2552,:,:,Col04,Biological sample,,2552
2710,2710,2021_12_24RG_Col03_Conditioning2553,:,:,Col03,Biological sample,,2553
2711,2711,2021_12_24RG_Col04_Conditioning2554,:,:,Col04,Biological sample,,2554
2712,2712,2021_12_24RG_Col03_Conditioning2555,:,:,Col03,Biological sample,,2555
2713,2713,2021_12_24RG_Col04_Conditioning2556,:,:,Col04,Biological sample,,2556
2714,2714,2021_12_24RG_Col03_Conditioning2557,:,:,Col03,Biological sample,,2557
2715,2715,2021_12_24RG_Col04_Conditioning2558,:,:,Col04,Biological sample,,2558
2716,2716,2021_12_24RG_Col03_Conditioning2559,:,:,Col03,Biological sample,,2559
2717,2717,2021_12_24RG_Col04_Conditioning2560,:,:,Col04,Biological sample,,2560
2718,2718,2021_12_24RG_Col03_Conditioning2561,:,:,Col03,Biological sample,,2561
2719,2719,2021_12_24RG_Col04_Conditioning2562,:,:,Col04,Biological sample,,2562
2720,2720,2021_12_24RG_Col03_Conditioning2563,:,:,Col03,Biological sample,,2563
2721,2721,2021_12_24RG_Col04_Conditioning2564,:,:,Col04,Biological sample,,2564
2722,2722,2021_12_24RG_Col03_Conditioning2565,:,:,Col03,Biological sample,,2565
2723,2723,2021_12_24RG_Col04_Conditioning2566,:,:,Col04,Biological sample,,2566
2724,2724,2021_12_24RG_Col03_Conditioning2567,:,:,Col03,Biological sample,,2567
2725,2725,2021_12_24RG_Col04_Conditioning2568,:,:,Col04,Biological sample,,2568
2726,2726,2021_12_24RG_Col03_Conditioning2569,:,:,Col03,Biological sample,,2569
2727,2727,2021_12_24RG_Col04_Conditioning2570,:,:,Col04,Biological sample,,2570
2728,2728,2021_12_24RG_Col03_Conditioning2571,:,:,Col03,Biological sample,,2571
2729,2729,2021_12_24RG_Col04_Conditioning2572,:,:,Col04,Biological sample,,2572
2730,2730,2021_12_24RG_Col03_Conditioning2573,:,:,Col03,Biological sample,,2573
2731,2731,2021_12_24RG_Col04_Conditioning2574,:,:,Col04,Biological sample,,2574
2732,2732,2021_12_24RG_Col03_Conditioning2575,:,:,Col03,Biological sample,,2575
2733,2733,2021_12_24RG_Col04_Conditioning2576,:,:,Col04,Biological sample,,2576
2734,2734,2021_12_24RG_Col03_Conditioning2577,:,:,Col03,Biological sample,,2577
2735,2735,2021_12_24RG_Col04_Conditioning2578,:,:,Col04,Biological sample,,2578
2736,2736,2021_12_24RG_Col03_Conditioning2579,:,:,Col03,Biological sample,,2579
2737,2737,2021_12_24RG_Col04_Conditioning2580,:,:,Col04,Biological sample,,2580
2738,2738,2021_12_24RG_Col03_Conditioning2581,:,:,Col03,Biological sample,,2581
2739,2739,2021_12_24RG_Col04_Conditioning2582,:,:,Col04,Biological sample,,2582
2740,2740,2021_12_24RG_Col03_Conditioning2583,:,:,Col03,Biological sample,,2583
2741,2741,2021_12_24RG_Col04_Conditioning2584,:,:,Col04,Biological sample,,2584
2742,2742,2021_12_24RG_Col03_Conditioning2585,:,:,Col03,Biological sample,,2585
2743,2743,2021_12_24RG_Col04_Conditioning2586,:,:,Col04,Biological sample,,2586
2744,2744,2021_12_24RG_Col03_Conditioning2587,:,:,Col03,Biological sample,,2587
2745,2745,2021_12_24RG_Col04_Conditioning2588,:,:,Col04,Biological sample,,2588
2746,2746,2021_12_24RG_Col03_Conditioning2589,:,:,Col03,Biological sample,,2589
2747,2747,2021_12_24RG_Col04_Conditioning2590,:,:,Col04,Biological sample,,2590
2748,2748,2021_12_24RG_Col03_Conditioning2591,:,:,Col03,Biological sample,,2591
2749,2749,2021_12_24RG_Col04_Conditioning2592,:,:,Col04,Biological sample,,2592
2750,2750,2021_12_24RG_Col03_Conditioning2593,:,:,Col03,Biological sample,,2593
2751,2751,2021_12_24RG_Col04_Conditioning2594,:,:,Col04,Biological sample,,2594
2752,2752,2021_12_24RG_Col03_Conditioning2595,:,:,Col03,Biological sample,,2595
2753,2753,2021_12_24RG_Col04_Conditioning2596,:,:,Col04,Biological sample,,2596
2754,2754,2021_12_24RG_Col03_Conditioning2597,:,:,Col03,Biological sample,,2597
2755,2755,2021_12_24RG_Col04_Conditioning2598,:,:,Col04,Biological sample,,2598
2756,2756,2021_12_24RG_Col03_Conditioning2599,:,:,Col03,Biological sample,,2599
2757,2757,2021_12_24RG_Col04_Conditioning2600,:,:,Col04,Biological sample,,2600
2758,2758,2021_12_24RG_Col03_Rep14_Std1,A,1,Col03,Standard,C1,
2759,2759,2021_12_24RG_Col04_Rep14_Std1,A,1,Col04,Standard,C1,
2760,2760,2021_12_24RG_Col03_Rep14_Std2,A,2,Col03,Standard,C2,
2761,2761,2021_12_24RG_Col04_Rep14_Std2,A,2,Col04,Standard,C2,
2762,2762,2021_12_24RG_Col03_Rep14_Std3,A,3,Col03,Standard,C3,
2763,2763,2021_12_24RG_Col04_Rep14_Std3,A,3,Col04,Standard,C3,
2764,2764,2021_12_24RG_Col03_Rep14_Std4,A,4,Col03,Standard,C4,
2765,2765,2021_12_24RG_Col04_Rep14_Std4,A,4,Col04,Standard,C4,
2766,2766,2021_12_24RG_Col03_Rep14_Std5,A,5,Col03,Standard,C5,
2767,2767,2021_12_24RG_Col04_Rep14_Std5,A,5,Col04,Standard,C5,
2768,2768,2021_12_24RG_Col03_Rep14_Std6,A,6,Col03,Standard,C6,
2769,2769,2021_12_24RG_Col04_Rep14_Std6,A,6,Col04,Standard,C6,
2770,2770,2021_12_24RG_Col03_Conditioning2601,:,:,Col03,Biological sample,,2601
2771,2771,2021_12_24RG_Col04_Conditioning2602,:,:,Col04,Biological sample,,2602
2772,2772,2021_12_24RG_Col03_Conditioning2603,:,:,Col03,Biological sample,,2603
2773,2773,2021_12_24RG_Col04_Conditioning2604,:,:,Col04,Biological sample,,2604
2774,2774,2021_12_24RG_Col03_Conditioning2605,:,:,Col03,Biological sample,,2605
2775,2775,2021_12_24RG_Col04_Conditioning2606,:,:,Col04,Biological sample,,2606
2776,2776,2021_12_24RG_Col03_Conditioning2607,:,:,Col03,Biological sample,,2607
2777,2777,2021_12_24RG_Col04_Conditioning2608,:,:,Col04,Biological sample,,2608
2778,2778,2021_12_24RG_Col03_Conditioning2609,:,:,Col03,Biological sample,,2609
2779,2779,2021_12_24RG_Col04_Conditioning2610,:,:,Col04,Biological sample,,2610
2780,2780,2021_12_24RG_Col03_Conditioning2611,:,:,Col03,Biological sample,,2611
2781,2781,2021_12_24RG_Col04_Conditioning2612,:,:,Col04,Biological sample,,2612
2782,2782,2021_12_24RG_Col03_Conditioning2613,:,:,Col03,Biological sample,,2613
2783,2783,2021_12_24RG_Col04_Conditioning2614,:,:,Col04,Biological sample,,2614
2784,2784,2021_12_24RG_Col03_Conditioning2615,:,:,Col03,Biological sample,,2615
2785,2785,2021_12_24RG_Col04_Conditioning2616,:,:,Col04,Biological sample,,2616
2786,2786,2021_12_24RG_Col03_Conditioning2617,:,:,Col03,Biological sample,,2617
2787,2787,2021_12_24RG_Col04_Conditioning2618,:,:,Col04,Biological sample,,2618
2788,2788,2021_12_24RG_Col03_Conditioning2619,:,:,Col03,Biological sample,,2619
2789,2789,2021_12_24RG_Col04_Conditioning2620,:,:,Col04,Biological sample,,2620
2790,2790,2021_12_24RG_Col03_Conditioning2621,:,:,Col03,Biological sample,,2621
2791,2791,2021_12_24RG_Col04_Conditioning2622,:,:,Col04,Biological sample,,2622
2792,2792,2021_12_24RG_Col03_Conditioning2623,:,:,Col03,Biological sample,,2623
2793,2793,2021_12_24RG_Col04_Conditioning2624,:,:,Col04,Biological sample,,2624
2794,2794,2021_12_24RG_Col03_Conditioning2625,:,:,Col03,Biological sample,,2625
2795,2795,2021_12_24RG_Col04_Conditioning2626,:,:,Col04,Biological sample,,2626
2796,2796,2021_12_24RG_Col03_Conditioning2627,:,:,Col03,Biological sample,,2627
2797,2797,2021_12_24RG_Col04_Conditioning2628,:,:,Col04,Biological sample,,2628
2798,2798,2021_12_24RG_Col03_Conditioning2629,:,:,Col03,Biological sample,,2629
2799,2799,2021_12_24RG_Col04_Conditioning2630,:,:,Col04,Biological sample,,2630
2800,2800,2021_12_24RG_Col03_Conditioning2631,:,:,Col03,Biological sample,,2631
2801,2801,2021_12_24RG_Col04_Conditioning2632,:,:,Col04,Biological sample,,2632
2802,2802,2021_12_24RG_Col03_Conditioning2633,:,:,Col03,Biological sample,,2633
2803,2803,2021_12_24RG_Col04_Conditioning2634,:,:,Col04,Biological sample,,2634
2804,2804,2021_12_24RG_Col03_Conditioning2635,:,:,Col03,Biological sample,,2635
2805,2805,2021_12_24RG_Col04_Conditioning2636,:,:,Col04,Biological sample,,2636
2806,2806,2021_12_24RG_Col03_Conditioning2637,:,:,Col03,Biological sample,,2637
2807,2807,2021_12_24RG_Col04_Conditioning2638,:,:,Col04,Biological sample,,2638
2808,2808,2021_12_24RG_Col03_Conditioning2639,:,:,Col03,Biological sample,,2639
2809,2809,2021_12_24RG_Col04_Conditioning2640,:,:,Col04,Biological sample,,2640
2810,2810,2021_12_24RG_Col03_Conditioning2641,:,:,Col03,Biological sample,,2641
2811,2811,2021_12_24RG_Col04_Conditioning2642,:,:,Col04,Biological sample,,2642
2812,2812,2021_12_24RG_Col03_Conditioning2643,:,:,Col03,Biological sample,,2643
2813,2813,2021_12_24RG_Col04_Conditioning2644,:,:,Col04,Biological sample,,2644
2814,2814,2021_12_24RG_Col03_Conditioning2645,:,:,Col03,Biological sample,,2645
2815,2815,2021_12_24RG_Col04_Conditioning2646,:,:,Col04,Biological sample,,2646
2816,2816,2021_12_24RG_Col03_Conditioning2647,:,:,Col03,Biological sample,,2647
2817,2817,2021_12_24RG_Col04_Conditioning2648,:,:,Col04,Biological sample,,2648
2818,2818,2021_12_24RG_Col03_Conditioning2649,:,:,Col03,Biological sample,,2649
2819,2819,2021_12_24RG_Col04_Conditioning2650,:,:,Col04,Biological sample,,2650
2820,2820,2021_12_24RG_Col03_Conditioning2651,:,:,Col03,Biological sample,,2651
2821,2821,2021_12_24RG_Col04_Conditioning2652,:,:,Col04,Biological sample,,2652
2822,2822,2021_12_24RG_Col03_Conditioning2653,:,:,Col03,Biological sample,,2653
2823,2823,2021_12_24RG_Col04_Conditioning2654,:,:,Col04,Biological sample,,2654
2824,2824,2021_12_24RG_Col03_Conditioning2655,:,:,Col03,Biological sample,,2655
2825,2825,2021_12_24RG_Col04_Conditioning2656,:,:,Col04,Biological sample,,2656
2826,2826,2021_12_24RG_Col03_Conditioning2657,:,:,Col03,Biological sample,,2657
2827,2827,2021_12_24RG_Col04_Conditioning2658,:,:,Col04,Biological sample,,2658
2828,2828,2021_12_24RG_Col03_Conditioning2659,:,:,Col03,Biological sample,,2659
2829,2829,2021_12_24RG_Col04_Conditioning2660,:,:,Col04,Biological sample,,2660
2830,2830,2021_12_24RG_Col03_Conditioning2661,:,:,Col03,Biological sample,,2661
2831,2831,2021_12_24RG_Col04_Conditioning2662,:,:,Col04,Biological sample,,2662
2832,2832,2021_12_24RG_Col03_Conditioning2663,:,:,Col03,Biological sample,,2663
2833,2833,2021_12_24RG_Col04_Conditioning2664,:,:,Col04,Biological sample,,2664
2834,2834,2021_12_24RG_Col03_Conditioning2665,:,:,Col03,Biological sample,,2665
2835,2835,2021_12_24RG_Col04_Conditioning2666,:,:,Col04,Biological sample,,2666
2836,2836,2021_12_24RG_Col03_Conditioning2667,:,:,Col03,Biological sample,,2667
2837,2837,2021_12_24RG_Col04_Conditioning2668,:,:,Col04,Biological sample,,2668
2838,2838,2021_12_24RG_Col03_Conditioning2669,:,:,Col03,Biological sample,,2669
2839,2839,2021_12_24RG_Col04_Conditioning2670,:,:,Col04,Biological sample,,2670
2840,2840,2021_12_24RG_Col03_Conditioning2671,:,:,Col03,Biological sample,,2671
2841,2841,2021_12_24RG_Col04_Conditioning2672,:,:,Col04,Biological sample,,2672
2842,2842,2021_12_24RG_Col03_Conditioning2673,:,:,Col03,Biological sample,,2673
2843,2843,2021_12_24RG_Col04_Conditioning2674,:,:,Col04,Biological sample,,2674
2844,2844,2021_12_24RG_Col03_Conditioning2675,:,:,Col03,Biological sample,,2675
2845,2845,2021_12_24RG_Col04_Conditioning2676,:,:,Col04,Biological sample,,2676
2846,2846,2021_12_24RG_Col03_Conditioning2677,:,:,Col03,Biological sample,,2677
2847,2847,2021_12_24RG_Col04_Conditioning2678,:,:,Col04,Biological sample,,2678
2848,2848,2021_12_24RG_Col03_Conditioning2679,:,:,Col03,Biological sample,,2679
2849,2849,2021_12_24RG_Col04_Conditioning2680,:,:,Col04,Biological sample,,2680
2850,2850,2021_12_24RG_Col03_Conditioning2681,:,:,Col03,Biological sample,,2681
2851,2851,2021_12_24RG_Col04_Conditioning2682,:,:,Col04,Biological sample,,2682
2852,2852,2021_12_24RG_Col03_Conditioning2683,:,:,Col03,Biological sample,,2683
2853,2853,2021_12_24RG_Col04_Conditioning2684,:,:,Col04,Biological sample,,2684
2854,2854,2021_12_24RG_Col03_Conditioning2685,:,:,Col03,Biological sample,,2685
2855,2855,2021_12_24RG_Col04_Conditioning2686,:,:,Col04,Biological sample,,2686
2856,2856,2021_12_24RG_Col03_Conditioning2687,:,:,Col03,Biological sample,,2687
2857,2857,2021_12_24RG_Col04_Conditioning2688,:,:,Col04,Biological sample,,2688
2858,2858,2021_12_24RG_Col03_Conditioning2689,:,:,Col03,Biological sample,,2689
2859,2859,2021_12_24RG_Col04_Conditioning2690,:,:,Col04,Biological sample,,2690
2860,2860,2021_12_24RG_Col03_Conditioning2691,:,:,Col03,Biological sample,,2691
2861,2861,2021_12_24RG_Col04_Conditioning2692,:,:,Col04,Biological sample,,2692
2862,2862,2021_12_24RG_Col03_Conditioning2693,:,:,Col03,Biological sample,,2693
2863,2863,2021_12_24RG_Col04_Conditioning2694,:,:,Col04,Biological sample,,2694
2864,2864,2021_12_24RG_Col03_Conditioning2695,:,:,Col03,Biological sample,,2695
2865,2865,2021_12_24RG_Col04_Conditioning2696,:,:,Col04,Biological sample,,2696
2866,2866,2021_12_24RG_Col03_Conditioning2697,:,:,Col03,Biological sample,,2697
2867,2867,2021_12_24RG_Col04_Conditioning2698,:,:,Col04,Biological sample,,2698
2868,2868,2021_12_24RG_Col03_Conditioning2699,:,:,Col03,Biological sample,,2699
2869,2869,2021_12_24RG_Col04_Conditioning2700,:,:,Col04,Biological sample,,2700
2870,2870,2021_12_24RG_Col03_Conditioning2701,:,:,Col03,Biological sample,,2701
2871,2871,2021_12_24RG_Col04_Conditioning2702,:,:,Col04,Biological sample,,2702
2872,2872,2021_12_24RG_Col03_Conditioning2703,:,:,Col03,Biological sample,,2703
2873,2873,2021_12_24RG_Col04_Conditioning2704,:,:,Col04,Biological sample,,2704
2874,2874,2021_12_24RG_Col03_Conditioning2705,:,:,Col03,Biological sample,,2705
2875,2875,2021_12_24RG_Col04_Conditioning2706,:,:,Col04,Biological sample,,2706
2876,2876,2021_12_24RG_Col03_Conditioning2707,:,:,Col03,Biological sample,,2707
2877,2877,2021_12_24RG_Col04_Conditioning2708,:,:,Col04,Biological sample,,2708
2878,2878,2021_12_24RG_Col03_Conditioning2709,:,:,Col03,Biological sample,,2709
2879,2879,2021_12_24RG_Col04_Conditioning2710,:,:,Col04,Biological sample,,2710
2880,2880,2021_12_24RG_Col03_Conditioning2711,:,:,Col03,Biological sample,,2711
2881,2881,2021_12_24RG_Col04_Conditioning2712,:,:,Col04,Biological sample,,2712
2882,2882,2021_12_24RG_Col03_Conditioning2713,:,:,Col03,Biological sample,,2713
2883,2883,2021_12_24RG_Col04_Conditioning2714,:,:,Col04,Biological sample,,2714
2884,2884,2021_12_24RG_Col03_Conditioning2715,:,:,Col03,Biological sample,,2715
2885,2885,2021_12_24RG_Col04_Conditioning2716,:,:,Col04,Biological sample,,2716
2886,2886,2021_12_24RG_Col03_Conditioning2717,:,:,Col03,Biological sample,,2717
2887,2887,2021_12_24RG_Col04_Conditioning2718,:,:,Col04,Biological sample,,2718
2888,2888,2021_12_24RG_Col03_Conditioning2719,:,:,Col03,Biological sample,,2719
2889,2889,2021_12_24RG_Col04_Conditioning2720,:,:,Col04,Biological sample,,2720
2890,2890,2021_12_24RG_Col03_Conditioning2721,:,:,Col03,Biological sample,,2721
2891,2891,2021_12_24RG_Col04_Conditioning2722,:,:,Col04,Biological sample,,2722
2892,2892,2021_12_24RG_Col03_Conditioning2723,:,:,Col03,Biological sample,,2723
2893,2893,2021_12_24RG_Col04_Conditioning2724,:,:,Col04,Biological sample,,2724
2894,2894,2021_12_24RG_Col03_Conditioning2725,:,:,Col03,Biological sample,,2725
2895,2895,2021_12_24RG_Col04_Conditioning2726,:,:,Col04,Biological sample,,2726
2896,2896,2021_12_24RG_Col03_Conditioning2727,:,:,Col03,Biological sample,,2727
2897,2897,2021_12_24RG_Col04_Conditioning2728,:,:,Col04,Biological sample,,2728
2898,2898,2021_12_24RG_Col03_Conditioning2729,:,:,Col03,Biological sample,,2729
2899,2899,2021_12_24RG_Col04_Conditioning2730,:,:,Col04,Biological sample,,2730
2900,2900,2021_12_24RG_Col03_Conditioning2731,:,:,Col03,Biological sample,,2731
2901,2901,2021_12_24RG_Col04_Conditioning2732,:,:,Col04,Biological sample,,2732
2902,2902,2021_12_24RG_Col03_Conditioning2733,:,:,Col03,Biological sample,,2733
2903,2903,2021_12_24RG_Col04_Conditioning2734,:,:,Col04,Biological sample,,2734
2904,2904,2021_12_24RG_Col03_Conditioning2735,:,:,Col03,Biological sample,,2735
2905,2905,2021_12_24RG_Col04_Conditioning2736,:,:,Col04,Biological sample,,2736
2906,2906,2021_12_24RG_Col03_Conditioning2737,:,:,Col03,Biological sample,,2737
2907,2907,2021_12_24RG_Col04_Conditioning2738,:,:,Col04,Biological sample,,2738
2908,2908,2021_12_24RG_Col03_Conditioning2739,:,:,Col03,Biological sample,,2739
2909,2909,2021_12_24RG_Col04_Conditioning2740,:,:,Col04,Biological sample,,2740
2910,2910,2021_12_24RG_Col03_Conditioning2741,:,:,Col03,Biological sample,,2741
2911,2911,2021_12_24RG_Col04_Conditioning2742,:,:,Col04,Biological sample,,2742
2912,2912,2021_12_24RG_Col03_Conditioning2743,:,:,Col03,Biological sample,,2743
2913,2913,2021_12_24RG_Col04_Conditioning2744,:,:,Col04,Biological sample,,2744
2914,2914,2021_12_24RG_Col03_Conditioning2745,:,:,Col03,Biological sample,,2745
2915,2915,2021_12_24RG_Col04_Conditioning2746,:,:,Col04,Biological sample,,2746
2916,2916,2021_12_24RG_Col03_Conditioning2747,:,:,Col03,Biological sample,,2747
2917,2917,2021_12_24RG_Col04_Conditioning2748,:,:,Col04,Biological sample,,2748
2918,2918,2021_12_24RG_Col03_Conditioning2749,:,:,Col03,Biological sample,,2749
2919,2919,2021_12_24RG_Col04_Conditioning2750,:,:,Col04,Biological sample,,2750
2920,2920,2021_12_24RG_Col03_Conditioning2751,:,:,Col03,Biological sample,,2751
2921,2921,2021_12_24RG_Col04_Conditioning2752,:,:,Col04,Biological sample,,2752
2922,2922,2021_12_24RG_Col03_Conditioning2753,:,:,Col03,Biological sample,,2753
2923,2923,2021_12_24RG_Col04_Conditioning2754,:,:,Col04,Biological sample,,2754
2924,2924,2021_12_24RG_Col03_Conditioning2755,:,:,Col03,Biological sample,,2755
2925,2925,2021_12_24RG_Col04_Conditioning2756,:,:,Col04,Biological sample,,2756
2926,2926,2021_12_24RG_Col03_Conditioning2757,:,:,Col03,Biological sample,,2757
2927,2927,2021_12_24RG_Col04_Conditioning2758,:,:,Col04,Biological sample,,2758
2928,2928,2021_12_24RG_Col03_Conditioning2759,:,:,Col03,Biological sample,,2759
2929,2929,2021_12_24RG_Col04_Conditioning2760,:,:,Col04,Biological sample,,2760
2930,2930,2021_12_24RG_Col03_Conditioning2761,:,:,Col03,Biological sample,,2761
2931,2931,2021_12_24RG_Col04_Conditioning2762,:,:,Col04,Biological sample,,2762
2932,2932,2021_12_24RG_Col03_Conditioning2763,:,:,Col03,Biological sample,,2763
2933,2933,2021_12_24RG_Col04_Conditioning2764,:,:,Col04,Biological sample,,2764
2934,2934,2021_12_24RG_Col03_Conditioning2765,:,:,Col03,Biological sample,,2765
2935,2935,2021_12_24RG_Col04_Conditioning2766,:,:,Col04,Biological sample,,2766
2936,2936,2021_12_24RG_Col03_Conditioning2767,:,:,Col03,Biological sample,,2767
2937,2937,2021_12_24RG_Col04_Conditioning2768,:,:,Col04,Biological sample,,2768
2938,2938,2021_12_24RG_Col03_Conditioning2769,:,:,Col03,Biological sample,,2769
2939,2939,2021_12_24RG_Col04_Conditioning2770,:,:,Col04,Biological sample,,2770
2940,2940,2021_12_24RG_Col03_Conditioning2771,:,:,Col03,Biological sample,,2771
2941,2941,2021_12_24RG_Col04_Conditioning2772,:,:,Col04,Biological sample,,2772
2942,2942,2021_12_24RG_Col03_Conditioning2773,:,:,Col03,Biological sample,,2773
2943,2943,2021_12_24RG_Col04_Conditioning2774,:,:,Col04,Biological sample,,2774
2944,2944,2021_12_24RG_Col03_Conditioning2775,:,:,Col03,Biological sample,,2775
2945,2945,2021_12_24RG_Col04_Conditioning2776,:,:,Col04,Biological sample,,2776
2946,2946,2021_12_24RG_Col03_Conditioning2777,:,:,Col03,Biological sample,,2777
2947,2947,2021_12_24RG_Col04_Conditioning2778,:,:,Col04,Biological sample,,2778
2948,2948,2021_12_24RG_Col03_Conditioning2779,:,:,Col03,Biological sample,,2779
2949,2949,2021_12_24RG_Col04_Conditioning2780,:,:,Col04,Biological sample,,2780
2950,2950,2021_12_24RG_Col03_Conditioning2781,:,:,Col03,Biological sample,,2781
2951,2951,2021_12_24RG_Col04_Conditioning2782,:,:,Col04,Biological sample,,2782
2952,2952,2021_12_24RG_Col03_Conditioning2783,:,:,Col03,Biological sample,,2783
2953,2953,2021_12_24RG_Col04_Conditioning2784,:,:,Col04,Biological sample,,2784
2954,2954,2021_12_24RG_Col03_Conditioning2785,:,:,Col03,Biological sample,,2785
2955,2955,2021_12_24RG_Col04_Conditioning2786,:,:,Col04,Biological sample,,2786
2956,2956,2021_12_24RG_Col03_Conditioning2787,:,:,Col03,Biological sample,,2787
2957,2957,2021_12_24RG_Col04_Conditioning2788,:,:,Col04,Biological sample,,2788
2958,2958,2021_12_24RG_Col03_Conditioning2789,:,:,Col03,Biological sample,,2789
2959,2959,2021_12_24RG_Col04_Conditioning2790,:,:,Col04,Biological sample,,2790
2960,2960,2021_12_24RG_Col03_Conditioning2791,:,:,Col03,Biological sample,,2791
2961,2961,2021_12_24RG_Col04_Conditioning2792,:,:,Col04,Biological sample,,2792
